user_id,total_failed_logins,total_admin_requests,total_pwd_changes,recent_failed_logins_7d,days_since_last_event,days_since_last_pwd_change,is_compromised,y_pred
user_464975,0,1,2,0,273,280.0,0,0.0
user_482383,3,0,0,0,272,283.0,0,0.0
user_47388,1,0,3,0,272,286.0,0,0.0
user_92312,2,2,1,0,272,300.0,0,0.0
user_278937,2,1,0,0,275,283.0,0,0.0
user_350831,2,0,3,0,272,278.0,0,0.0
user_20350,5,2,1,0,272,285.0,0,0.0
user_459705,4,0,0,0,273,283.0,0,0.0
user_320057,2,2,3,0,272,278.0,0,0.0
user_406867,0,1,0,0,274,283.0,0,0.0
user_22026,2,0,1,0,273,273.0,0,0.0
user_352657,1,2,1,0,273,286.0,0,0.0
user_135122,3,1,1,0,273,290.0,0,0.0
user_250189,0,0,0,0,273,283.0,0,0.0
user_441797,1,0,0,0,272,283.0,0,0.0
user_492040,0,0,3,0,273,276.0,0,0.0
user_55693,3,1,0,0,273,283.0,0,0.0
user_265478,2,1,2,0,272,288.0,0,0.0
user_8461,4,1,1,0,272,279.0,0,0.0
user_62478,2,2,1,0,273,286.0,0,0.0
user_253584,2,1,0,0,272,283.0,0,0.0
user_84907,0,1,2,0,274,279.0,0,0.0
user_197550,5,3,2,0,274,275.0,1,0.0
user_90096,1,0,0,0,272,283.0,0,0.0
user_309223,0,1,0,0,275,283.0,0,0.0
user_149963,0,2,1,0,272,279.0,0,0.0
user_409276,4,1,2,0,272,292.0,0,0.0
user_123399,4,0,1,0,273,292.0,0,0.0
user_362755,1,0,1,0,272,280.0,0,0.0
user_16051,1,1,1,0,273,277.0,0,0.0
user_391354,3,1,3,0,273,281.0,0,0.0
user_0961,4,2,0,0,274,283.0,0,0.0
user_415497,1,3,0,0,274,283.0,0,0.0
user_146950,0,0,1,0,274,294.0,0,0.0
user_498983,4,2,3,0,273,279.0,0,0.0
user_241056,1,1,2,0,273,273.0,0,0.0
user_419350,1,0,1,0,273,274.0,0,0.0
user_487319,3,2,0,0,273,283.0,0,0.0
user_143765,3,1,2,0,273,279.0,0,0.0
user_104781,1,0,2,0,272,286.0,0,0.0
user_380664,1,1,1,0,274,276.0,0,0.0
user_47478,3,1,0,0,272,283.0,0,0.0
user_65990,2,0,2,0,273,277.0,0,0.0
user_132343,2,0,1,0,272,282.0,0,0.0
user_255341,0,2,1,0,272,295.0,0,0.0
user_217430,2,0,1,0,273,294.0,0,0.0
user_30841,1,1,3,0,274,284.0,0,0.0
user_345982,2,1,1,0,273,295.0,0,0.0
user_403583,3,2,2,0,272,272.0,0,0.0
user_253063,1,0,1,0,272,298.0,0,0.0
user_187036,2,0,1,0,272,289.0,0,0.0
user_210675,0,0,1,0,273,295.0,0,0.0
user_249120,1,0,1,0,272,290.0,0,0.0
user_11562,5,1,1,0,276,294.0,0,0.0
user_461704,2,2,2,0,272,277.0,0,0.0
user_440310,0,1,1,0,272,279.0,0,0.0
user_138881,0,1,2,0,273,273.0,0,0.0
user_160858,5,4,1,0,274,293.0,1,1.0
user_123210,4,3,0,0,272,283.0,0,0.0
user_322941,0,0,0,0,273,283.0,0,0.0
user_275256,3,1,0,0,274,283.0,0,0.0
user_61869,2,0,2,0,276,280.0,0,0.0
user_313516,1,0,0,0,272,283.0,0,0.0
user_280550,2,0,1,0,272,292.0,0,0.0
user_442841,1,1,1,0,272,290.0,0,0.0
user_219498,2,0,2,0,274,279.0,0,0.0
user_440041,7,1,0,0,272,283.0,1,1.0
user_16651,3,2,2,0,273,283.0,0,0.0
user_271451,2,2,2,0,275,275.0,0,0.0
user_167334,2,0,1,0,272,274.0,0,0.0
user_26174,0,0,0,0,280,283.0,0,0.0
user_367746,0,1,3,0,272,291.0,0,0.0
user_325749,1,0,0,0,272,283.0,0,0.0
user_179665,2,0,2,0,275,284.0,0,0.0
user_375269,0,0,0,0,274,283.0,0,0.0
user_213247,2,1,3,0,272,279.0,0,0.0
user_218640,2,2,1,0,272,280.0,0,0.0
user_327382,1,2,0,0,273,283.0,0,0.0
user_211499,3,0,1,0,274,274.0,0,0.0
user_124084,2,0,1,0,273,290.0,0,0.0
user_330809,0,5,0,0,272,283.0,1,0.0
user_422314,1,3,0,0,273,283.0,0,0.0
user_257470,2,0,2,0,272,295.0,0,0.0
user_137464,4,0,1,0,272,294.0,0,0.0
user_388080,2,1,0,0,274,283.0,0,0.0
user_432312,3,0,1,0,277,286.0,0,0.0
user_87885,2,0,2,0,275,284.0,0,0.0
user_479013,2,1,2,0,272,284.0,0,0.0
user_26380,1,0,2,0,274,275.0,0,0.0
user_308693,2,2,1,0,273,282.0,0,0.0
user_8266,3,1,4,0,274,279.0,0,0.0
user_403968,2,2,0,0,272,283.0,1,0.0
user_173540,3,2,2,0,273,286.0,0,0.0
user_355916,3,1,2,0,272,273.0,0,0.0
user_495788,2,0,0,0,275,283.0,0,0.0
user_401138,2,0,1,0,274,294.0,0,0.0
user_241861,1,0,2,0,274,278.0,0,0.0
user_336918,1,1,1,0,273,279.0,0,0.0
user_211834,5,2,5,0,273,274.0,0,0.0
user_280706,1,1,1,0,272,297.0,0,0.0
user_475574,1,1,1,0,273,276.0,0,0.0
user_136191,3,2,0,0,274,283.0,0,0.0
user_287545,4,1,2,0,272,282.0,0,0.0
user_292266,1,1,2,0,273,280.0,0,0.0
user_340587,2,2,0,0,274,283.0,0,0.0
user_442423,0,1,1,0,275,293.0,0,0.0
user_350206,2,1,1,0,273,296.0,1,0.0
user_481448,1,2,0,0,273,283.0,0,0.0
user_96744,2,1,0,0,272,283.0,0,0.0
user_316342,1,1,0,0,272,283.0,0,0.0
user_427182,0,0,0,0,273,283.0,0,0.0
user_89504,0,1,0,0,274,283.0,0,0.0
user_470443,3,1,0,0,272,283.0,0,0.0
user_8197,1,0,1,0,275,297.0,0,0.0
user_109871,1,5,2,0,272,274.0,0,0.0
user_296854,5,1,1,0,272,299.0,0,0.0
user_264566,2,1,2,0,272,294.0,0,0.0
user_243041,2,2,1,0,275,277.0,0,0.0
user_147876,2,1,1,0,273,281.0,0,0.0
user_204832,4,1,2,0,273,273.0,0,0.0
user_466076,4,2,1,0,273,293.0,0,0.0
user_344009,1,0,2,0,273,287.0,0,0.0
user_430559,2,0,1,0,277,279.0,0,0.0
user_199288,2,1,2,0,272,272.0,0,0.0
user_233907,1,0,0,0,272,283.0,0,0.0
user_123595,3,3,3,0,272,276.0,0,0.0
user_412942,0,2,1,0,273,282.0,0,0.0
user_323152,0,1,3,0,273,273.0,0,0.0
user_140652,4,2,2,0,273,275.0,1,0.0
user_178220,2,0,0,0,272,283.0,0,0.0
user_96526,2,4,2,0,272,276.0,0,0.0
user_67445,3,0,3,0,276,280.0,0,0.0
user_483936,4,1,2,0,273,273.0,0,0.0
user_77068,1,2,0,0,275,283.0,0,0.0
user_415798,1,0,2,0,272,285.0,0,0.0
user_184434,1,0,1,0,272,296.0,0,0.0
user_368448,5,1,0,0,273,283.0,0,0.0
user_288790,1,1,0,0,273,283.0,0,0.0
user_9765,2,0,3,0,274,278.0,0,0.0
user_469200,4,0,0,0,274,283.0,0,0.0
user_428695,3,7,0,0,272,283.0,1,1.0
user_191726,2,1,0,0,272,283.0,0,0.0
user_258492,2,1,1,0,274,275.0,0,0.0
user_260361,6,1,1,0,273,288.0,0,0.0
user_260592,5,2,1,0,272,285.0,0,0.0
user_151409,1,1,3,0,273,273.0,0,0.0
user_403814,2,1,0,0,273,283.0,0,0.0
user_274011,5,2,1,0,272,273.0,1,0.0
user_344915,2,4,0,0,274,283.0,0,0.0
user_261097,1,0,2,0,274,295.0,0,0.0
user_314840,1,1,1,0,272,291.0,0,0.0
user_244402,2,0,2,0,272,272.0,0,0.0
user_239994,1,0,0,0,272,283.0,0,0.0
user_337269,0,3,1,0,273,277.0,0,0.0
user_237561,3,1,1,0,272,297.0,0,0.0
user_145361,3,1,1,0,273,277.0,0,0.0
user_411402,6,0,0,0,272,283.0,0,0.0
user_313584,0,1,2,0,274,274.0,0,0.0
user_383054,3,1,2,0,274,277.0,0,0.0
user_224033,4,2,2,0,272,275.0,0,0.0
user_11196,1,1,1,0,273,292.0,0,0.0
user_315257,0,2,0,0,273,283.0,0,0.0
user_477820,0,0,0,0,272,283.0,0,0.0
user_124745,3,1,2,0,272,272.0,0,0.0
user_370441,4,0,1,0,273,273.0,0,0.0
user_201621,3,1,2,0,272,285.0,0,0.0
user_257358,4,0,0,0,273,283.0,0,0.0
user_85999,2,3,2,0,272,272.0,0,0.0
user_173210,0,1,0,0,273,283.0,0,0.0
user_489289,5,1,1,0,272,273.0,0,0.0
user_20925,2,1,2,0,274,274.0,0,0.0
user_409608,1,1,2,0,273,274.0,0,0.0
user_418455,2,1,1,0,275,287.0,0,0.0
user_142146,4,1,1,0,274,291.0,0,0.0
user_426533,2,1,0,0,272,283.0,0,0.0
user_499275,4,2,1,0,272,291.0,0,0.0
user_336764,1,1,1,0,274,277.0,0,0.0
user_455197,1,2,3,0,274,280.0,0,0.0
user_234520,3,4,1,0,272,285.0,0,0.0
user_359071,1,3,3,0,273,273.0,0,0.0
user_201804,0,0,0,0,273,283.0,0,0.0
user_119399,3,1,1,0,273,273.0,0,0.0
user_336730,4,0,0,0,273,283.0,0,0.0
user_333731,3,2,0,0,272,283.0,0,0.0
user_43775,8,1,2,0,272,293.0,0,1.0
user_235161,2,1,0,0,275,283.0,0,0.0
user_254271,2,3,0,0,272,283.0,0,0.0
user_333462,3,1,0,0,272,283.0,0,0.0
user_232201,2,2,2,0,272,272.0,0,0.0
user_331175,0,1,0,0,272,283.0,0,0.0
user_414836,3,0,3,0,272,281.0,0,0.0
user_451008,2,1,2,0,275,284.0,0,0.0
user_148612,3,1,2,0,277,277.0,0,0.0
user_279260,1,1,0,0,272,283.0,0,0.0
user_446224,3,0,2,0,273,273.0,0,0.0
user_145696,1,4,2,0,272,281.0,0,0.0
user_258170,2,0,0,0,273,283.0,0,0.0
user_368920,3,2,0,0,272,283.0,0,0.0
user_479096,2,0,1,0,273,291.0,0,0.0
user_363739,2,1,0,0,274,283.0,0,0.0
user_394368,1,0,0,0,273,283.0,0,0.0
user_424778,2,1,3,0,272,274.0,0,0.0
user_206137,1,3,1,0,272,277.0,0,0.0
user_133134,2,0,1,0,272,277.0,0,0.0
user_186272,11,0,1,0,273,297.0,1,1.0
user_199773,1,0,1,0,272,288.0,0,0.0
user_462704,5,0,2,0,275,279.0,0,0.0
user_277626,1,0,2,0,272,274.0,0,0.0
user_400824,4,0,0,0,272,283.0,0,0.0
user_374991,0,1,0,0,272,283.0,0,0.0
user_86510,7,3,0,0,274,283.0,0,1.0
user_196020,1,0,1,0,272,295.0,0,0.0
user_468022,4,2,1,0,272,281.0,0,0.0
user_136553,2,0,2,0,272,291.0,0,0.0
user_180796,9,0,0,0,272,283.0,0,1.0
user_197544,0,2,1,0,274,286.0,0,0.0
user_290187,2,0,0,0,273,283.0,0,0.0
user_263458,1,2,3,0,272,292.0,0,0.0
user_179363,4,2,0,0,273,283.0,0,0.0
user_49588,1,1,1,0,275,298.0,0,0.0
user_467734,6,1,1,0,272,280.0,0,0.0
user_393861,2,0,1,0,272,295.0,0,0.0
user_178578,3,0,0,0,272,283.0,0,0.0
user_60253,2,2,1,0,278,283.0,0,0.0
user_365414,1,0,1,0,272,291.0,0,0.0
user_21334,3,1,1,0,272,288.0,0,0.0
user_465931,2,2,0,0,275,283.0,0,0.0
user_182995,1,0,0,0,272,283.0,0,0.0
user_274912,2,1,0,0,272,283.0,0,0.0
user_196590,0,0,3,0,272,274.0,0,0.0
user_6054,1,0,0,0,272,283.0,0,0.0
user_440564,1,1,0,0,272,283.0,0,0.0
user_94015,1,4,0,0,275,283.0,0,0.0
user_323251,3,3,0,0,274,283.0,0,0.0
user_177111,1,0,0,0,272,283.0,0,0.0
user_210978,3,0,2,0,272,272.0,0,0.0
user_83767,0,1,0,0,277,283.0,0,0.0
user_80673,2,2,2,0,273,287.0,0,0.0
user_174696,3,0,1,0,278,289.0,0,0.0
user_104170,2,1,0,0,272,283.0,0,0.0
user_458649,2,1,0,0,277,283.0,0,0.0
user_238827,5,1,0,0,272,283.0,0,0.0
user_236281,3,3,1,0,276,280.0,1,0.0
user_395465,4,0,1,0,273,301.0,0,0.0
user_25309,1,0,1,0,272,288.0,0,0.0
user_420173,5,0,2,0,273,274.0,0,0.0
user_265654,1,1,1,0,273,273.0,0,0.0
user_372359,1,2,0,0,272,283.0,0,0.0
user_13430,0,2,1,0,275,280.0,0,0.0
user_344062,6,0,2,0,273,277.0,0,0.0
user_457411,3,2,1,0,273,276.0,0,0.0
user_220055,3,0,0,0,272,283.0,0,0.0
user_92868,2,1,0,0,272,283.0,0,0.0
user_81210,2,1,0,0,273,283.0,0,0.0
user_144727,4,0,0,0,273,283.0,0,0.0
user_345825,0,1,1,0,272,279.0,0,0.0
user_340646,1,3,1,0,273,301.0,0,0.0
user_242727,4,0,1,0,272,275.0,0,0.0
user_318047,8,3,0,0,272,283.0,1,1.0
user_338514,0,0,0,0,272,283.0,0,0.0
user_60999,1,0,1,0,272,283.0,0,0.0
user_6695,1,2,6,0,273,287.0,0,0.0
user_84625,2,1,0,0,274,283.0,0,0.0
user_129479,2,0,1,0,272,273.0,0,0.0
user_234298,3,4,0,0,278,283.0,1,0.0
user_145831,1,2,2,0,274,278.0,0,0.0
user_273831,0,0,1,0,272,301.0,0,0.0
user_136539,1,0,1,0,274,288.0,0,0.0
user_83131,3,1,1,0,272,294.0,0,0.0
user_93792,2,2,1,0,273,273.0,0,0.0
user_367542,1,0,0,0,274,283.0,0,0.0
user_406826,2,2,1,0,279,298.0,0,0.0
user_123618,2,1,0,0,275,283.0,0,0.0
user_166056,0,1,0,0,273,283.0,0,0.0
user_156135,2,1,2,0,273,295.0,0,0.0
user_257368,4,0,1,0,274,292.0,1,0.0
user_30530,8,3,1,0,272,288.0,1,1.0
user_346118,1,3,0,0,272,283.0,0,0.0
user_173805,2,0,1,0,272,295.0,0,0.0
user_145167,2,2,1,0,272,278.0,0,0.0
user_477720,1,0,2,0,272,299.0,0,0.0
user_153647,4,0,1,0,272,280.0,0,0.0
user_244753,3,2,1,0,272,277.0,0,0.0
user_395502,2,0,2,0,272,283.0,0,0.0
user_428538,1,2,1,0,272,280.0,0,0.0
user_467611,0,0,2,0,273,277.0,0,0.0
user_483254,1,2,2,0,272,282.0,0,0.0
user_6513,0,1,0,0,275,283.0,0,0.0
user_139258,1,1,2,0,272,275.0,0,0.0
user_338548,3,1,1,0,272,290.0,0,0.0
user_357120,1,1,1,0,276,300.0,0,0.0
user_286035,0,0,0,0,275,283.0,0,0.0
user_117491,3,2,1,0,274,274.0,0,0.0
user_35846,6,1,1,0,273,279.0,0,0.0
user_160256,1,1,0,0,273,283.0,0,0.0
user_240998,2,1,2,0,272,284.0,0,0.0
user_151776,2,1,1,0,272,285.0,0,0.0
user_260510,2,3,1,0,273,289.0,0,0.0
user_356495,3,1,0,0,272,283.0,0,0.0
user_132974,0,1,2,0,272,275.0,0,0.0
user_215478,4,0,0,0,272,283.0,0,0.0
user_363230,2,1,1,0,274,288.0,0,0.0
user_192023,1,0,3,0,272,273.0,0,0.0
user_451758,3,0,1,0,272,297.0,0,0.0
user_494008,2,2,1,0,273,278.0,0,0.0
user_379393,2,1,1,0,275,279.0,0,0.0
user_323882,2,0,1,0,273,283.0,0,0.0
user_440853,3,0,3,0,275,289.0,0,0.0
user_402797,1,0,1,0,273,273.0,0,0.0
user_207492,3,1,1,0,273,277.0,0,0.0
user_395588,1,2,1,0,274,290.0,0,0.0
user_39045,2,1,0,0,274,283.0,0,0.0
user_436728,1,3,1,0,273,288.0,0,0.0
user_176628,0,2,2,0,272,284.0,0,0.0
user_472758,3,0,0,0,272,283.0,0,0.0
user_451520,3,2,0,0,272,283.0,0,0.0
user_237288,2,0,1,0,273,282.0,0,0.0
user_62427,4,1,1,0,273,278.0,0,0.0
user_98409,1,2,0,0,272,283.0,0,0.0
user_135991,2,0,3,0,276,277.0,0,0.0
user_102326,2,0,2,0,273,282.0,0,0.0
user_53535,5,3,1,0,272,288.0,0,0.0
user_237969,2,0,1,0,272,279.0,0,0.0
user_32706,3,0,0,0,272,283.0,0,0.0
user_184588,1,2,0,0,275,283.0,0,0.0
user_333954,1,1,1,0,273,294.0,0,0.0
user_472503,2,3,1,0,272,275.0,0,0.0
user_150352,2,0,0,0,272,283.0,0,0.0
user_433359,3,2,0,0,277,283.0,0,0.0
user_86713,1,2,0,0,272,283.0,0,0.0
user_433370,2,2,0,0,278,283.0,0,0.0
user_445614,2,0,4,0,272,275.0,0,0.0
user_489795,2,1,0,0,272,283.0,0,0.0
user_8255,2,2,1,0,273,286.0,0,0.0
user_213051,2,4,2,0,272,273.0,0,0.0
user_214311,1,1,0,0,272,283.0,0,0.0
user_254211,3,2,1,0,272,283.0,0,0.0
user_401131,3,1,2,0,273,276.0,0,0.0
user_195670,4,3,0,0,275,283.0,0,0.0
user_367086,3,0,1,0,272,288.0,0,0.0
user_189442,2,3,1,0,272,282.0,0,0.0
user_377590,1,0,0,0,273,283.0,0,0.0
user_300609,2,3,1,0,277,288.0,0,0.0
user_115252,1,1,0,0,272,283.0,0,0.0
user_138852,2,0,0,0,273,283.0,0,0.0
user_0480,3,2,1,0,273,278.0,0,0.0
user_337805,1,3,1,0,272,289.0,0,0.0
user_311185,6,2,0,0,273,283.0,1,1.0
user_139715,3,1,0,0,273,283.0,0,0.0
user_119571,0,1,1,0,273,282.0,0,0.0
user_491607,2,0,3,0,273,273.0,0,0.0
user_63432,0,1,0,0,272,283.0,0,0.0
user_371624,1,1,0,0,272,283.0,0,0.0
user_247470,0,2,0,0,274,283.0,0,0.0
user_342321,1,1,0,0,272,283.0,0,0.0
user_336570,2,0,3,0,276,276.0,0,0.0
user_227607,4,0,0,0,273,283.0,0,0.0
user_494185,2,2,0,0,275,283.0,0,0.0
user_83697,3,2,0,0,275,283.0,0,0.0
user_104610,1,3,2,0,275,279.0,0,0.0
user_328387,4,3,2,0,273,282.0,1,0.0
user_205977,2,1,1,0,274,278.0,0,0.0
user_94145,2,1,0,0,273,283.0,0,0.0
user_184909,2,0,1,0,272,278.0,0,0.0
user_288807,3,0,2,0,273,275.0,0,0.0
user_239667,1,0,2,0,276,287.0,0,0.0
user_309715,0,2,2,0,274,274.0,0,0.0
user_97443,2,1,1,0,273,295.0,0,0.0
user_355200,2,1,1,0,277,285.0,0,0.0
user_16357,0,1,0,0,273,283.0,0,0.0
user_287152,4,1,1,0,272,274.0,0,0.0
user_343036,1,0,1,0,272,297.0,0,0.0
user_482286,1,1,1,0,272,275.0,0,0.0
user_257174,1,2,2,0,272,272.0,0,0.0
user_69584,5,0,2,0,273,277.0,0,0.0
user_21875,1,0,1,0,272,277.0,0,0.0
user_423948,3,0,2,0,274,277.0,0,0.0
user_7115,3,0,2,0,273,275.0,0,0.0
user_310433,1,1,2,0,273,292.0,0,0.0
user_286250,2,1,2,0,276,294.0,0,0.0
user_364456,2,0,1,0,272,289.0,0,0.0
user_181826,2,1,0,0,272,283.0,0,0.0
user_263549,0,5,2,0,273,285.0,0,0.0
user_449730,1,0,1,0,274,274.0,0,0.0
user_359039,3,1,3,0,277,281.0,0,0.0
user_392708,2,1,1,0,272,300.0,0,0.0
user_74589,2,3,2,0,272,299.0,0,0.0
user_233358,1,2,1,0,273,286.0,0,0.0
user_50122,1,1,1,0,275,301.0,0,0.0
user_461755,0,1,1,0,274,297.0,0,0.0
user_481575,0,2,1,0,273,290.0,0,0.0
user_113390,5,1,3,0,273,287.0,0,0.0
user_355087,1,0,1,0,273,301.0,0,0.0
user_197818,0,1,0,0,274,283.0,0,0.0
user_38705,2,1,3,0,273,279.0,0,0.0
user_83582,4,1,1,0,273,289.0,0,0.0
user_386649,6,0,0,0,276,283.0,1,0.0
user_449809,2,3,1,0,273,282.0,0,0.0
user_410306,3,0,1,0,272,274.0,0,0.0
user_427129,1,0,1,0,273,273.0,0,0.0
user_184949,2,1,1,0,274,289.0,0,0.0
user_211865,1,0,2,0,273,277.0,0,0.0
user_438911,1,1,0,0,272,283.0,0,0.0
user_124389,0,3,0,0,273,283.0,0,0.0
user_109503,2,0,2,0,273,279.0,0,0.0
user_496203,0,3,0,0,275,283.0,0,0.0
user_135062,1,1,1,0,272,302.0,0,0.0
user_272791,3,0,1,0,277,294.0,0,0.0
user_273319,1,1,3,0,276,290.0,0,0.0
user_200728,1,1,2,0,272,272.0,0,0.0
user_181202,3,2,1,0,274,291.0,0,0.0
user_163254,2,0,2,0,273,273.0,0,0.0
user_57874,2,0,0,0,273,283.0,0,0.0
user_454393,0,4,2,0,274,284.0,0,0.0
user_393282,2,2,0,0,273,283.0,0,0.0
user_436266,0,1,2,0,273,279.0,0,0.0
user_461809,2,3,1,0,273,281.0,0,0.0
user_151863,0,0,0,0,272,283.0,0,0.0
user_116324,1,4,2,0,272,299.0,0,0.0
user_417144,4,1,0,0,274,283.0,0,0.0
user_231926,3,1,0,0,272,283.0,0,0.0
user_366787,1,0,3,0,272,276.0,0,0.0
user_220759,2,2,1,0,272,294.0,0,0.0
user_264953,3,1,0,0,273,283.0,0,0.0
user_325254,3,2,1,0,272,275.0,0,0.0
user_128986,0,4,1,0,272,292.0,0,0.0
user_188698,2,0,2,0,272,278.0,0,0.0
user_174737,1,1,3,0,274,284.0,0,0.0
user_168169,1,1,3,0,273,273.0,0,0.0
user_177432,0,1,1,0,272,281.0,0,0.0
user_68284,3,1,1,0,273,274.0,0,0.0
user_425136,1,1,1,0,275,282.0,0,0.0
user_152097,2,1,1,0,272,273.0,0,0.0
user_281369,2,0,1,0,272,274.0,0,0.0
user_75731,1,1,1,0,274,287.0,0,0.0
user_426272,1,0,1,0,275,292.0,0,0.0
user_158988,4,2,1,0,274,286.0,0,0.0
user_301755,4,0,2,0,275,290.0,0,0.0
user_302964,1,1,0,0,272,283.0,0,0.0
user_425313,1,0,0,0,272,283.0,0,0.0
user_496268,3,1,0,0,275,283.0,0,0.0
user_152759,2,1,2,0,272,288.0,0,0.0
user_457022,3,1,0,0,272,283.0,0,0.0
user_83370,0,0,3,0,272,280.0,0,0.0
user_239881,4,0,1,0,272,293.0,0,0.0
user_384023,1,1,1,0,275,286.0,0,0.0
user_76874,4,1,0,0,273,283.0,0,0.0
user_312056,1,0,1,0,273,297.0,0,0.0
user_345799,4,1,1,0,273,282.0,0,0.0
user_230194,0,1,1,0,272,292.0,0,0.0
user_450695,4,1,0,0,275,283.0,0,0.0
user_387598,0,2,1,0,273,284.0,0,0.0
user_116540,3,1,0,0,276,283.0,0,0.0
user_103035,2,0,0,0,272,283.0,0,0.0
user_142518,3,0,1,0,273,293.0,0,0.0
user_18647,2,3,2,0,272,283.0,0,0.0
user_16195,2,1,1,0,272,279.0,0,0.0
user_407504,2,3,2,0,273,286.0,0,0.0
user_92701,3,0,0,0,272,283.0,0,0.0
user_297872,2,2,2,0,272,295.0,0,0.0
user_254598,3,1,4,0,276,276.0,0,0.0
user_382878,2,2,1,0,274,283.0,0,0.0
user_270557,5,1,0,0,273,283.0,0,0.0
user_360227,5,2,0,0,273,283.0,0,0.0
user_130393,3,1,1,0,272,301.0,0,0.0
user_426426,1,1,1,0,273,301.0,0,0.0
user_270955,1,0,0,0,272,283.0,0,0.0
user_438899,1,2,0,0,274,283.0,0,0.0
user_108725,1,0,1,0,273,291.0,0,0.0
user_486517,2,1,3,0,273,280.0,0,0.0
user_187212,2,0,1,0,280,294.0,0,0.0
user_308378,3,1,2,0,272,299.0,0,0.0
user_394842,1,0,3,0,272,282.0,0,0.0
user_16684,1,2,1,0,272,298.0,0,0.0
user_361927,0,0,1,0,274,287.0,0,0.0
user_463189,5,0,1,0,273,275.0,0,0.0
user_103365,5,1,0,0,273,283.0,0,0.0
user_250718,6,2,1,0,274,288.0,1,0.0
user_288597,1,0,1,0,272,277.0,0,0.0
user_353279,2,1,1,0,272,275.0,0,0.0
user_314465,1,0,2,0,275,283.0,0,0.0
user_150763,0,1,1,0,272,291.0,0,0.0
user_85384,0,1,1,0,273,296.0,0,0.0
user_174052,2,0,0,0,272,283.0,0,0.0
user_102168,2,0,1,0,274,300.0,0,0.0
user_185345,2,0,0,0,272,283.0,0,0.0
user_306308,1,3,0,0,272,283.0,0,0.0
user_438398,4,0,1,0,272,298.0,0,0.0
user_254479,8,2,2,0,272,274.0,1,1.0
user_332328,4,1,0,0,272,283.0,0,0.0
user_19034,3,0,4,0,272,287.0,0,0.0
user_55006,1,3,1,0,274,274.0,0,0.0
user_317414,3,1,1,0,276,290.0,0,0.0
user_405499,1,2,0,0,275,283.0,0,0.0
user_467674,2,3,1,0,273,296.0,0,0.0
user_3124,4,0,1,0,272,273.0,0,0.0
user_162119,2,1,1,0,273,297.0,0,0.0
user_410714,2,1,2,0,273,278.0,0,0.0
user_234048,1,1,1,0,274,289.0,0,0.0
user_186988,2,1,1,0,273,286.0,0,0.0
user_254853,0,0,0,0,273,283.0,0,0.0
user_395055,1,3,2,0,272,291.0,0,0.0
user_392584,3,2,0,0,273,283.0,0,0.0
user_351248,0,0,2,0,274,293.0,0,0.0
user_35966,0,3,1,0,277,287.0,0,0.0
user_76326,2,0,2,0,273,284.0,0,0.0
user_223795,0,0,0,0,276,283.0,0,0.0
user_131056,5,0,1,0,272,295.0,0,0.0
user_302454,1,0,2,0,272,293.0,0,0.0
user_400150,2,1,0,0,273,283.0,0,0.0
user_196320,3,1,0,0,276,283.0,0,0.0
user_88324,3,1,1,0,274,298.0,1,0.0
user_383713,1,2,0,0,273,283.0,0,0.0
user_435458,3,1,0,0,278,283.0,0,0.0
user_314751,4,1,1,0,273,274.0,0,0.0
user_458143,2,1,1,0,273,298.0,0,0.0
user_497924,0,1,1,0,278,290.0,0,0.0
user_188117,3,1,0,0,272,283.0,0,0.0
user_454882,7,3,1,0,272,272.0,1,1.0
user_40222,0,1,1,0,273,288.0,0,0.0
user_111881,0,0,0,0,274,283.0,0,0.0
user_374229,0,1,0,0,274,283.0,0,0.0
user_363020,3,3,3,0,272,274.0,0,0.0
user_145064,3,2,3,0,273,277.0,0,0.0
user_69710,5,0,2,0,272,292.0,0,0.0
user_377158,4,1,0,0,272,283.0,0,0.0
user_16888,2,1,2,0,272,283.0,0,0.0
user_296195,2,0,1,0,272,294.0,0,0.0
user_109169,2,0,0,0,272,283.0,0,0.0
user_345544,6,2,1,0,272,286.0,1,0.0
user_445292,2,3,1,0,272,279.0,0,0.0
user_39096,4,1,0,0,275,283.0,0,0.0
user_283673,7,1,0,0,272,283.0,1,1.0
user_161174,1,2,2,0,272,281.0,0,0.0
user_397341,5,1,0,0,272,283.0,0,0.0
user_88512,1,1,1,0,276,286.0,0,0.0
user_70522,1,1,1,0,272,287.0,0,0.0
user_157692,2,0,0,0,276,283.0,0,0.0
user_308290,2,0,0,0,274,283.0,0,0.0
user_119129,3,0,1,0,272,280.0,0,0.0
user_127673,5,1,1,0,272,298.0,0,0.0
user_178905,3,0,1,0,273,301.0,0,0.0
user_47083,1,1,3,0,273,277.0,0,0.0
user_423563,1,1,0,0,272,283.0,0,0.0
user_321288,1,0,1,0,272,285.0,0,0.0
user_15834,3,1,2,0,272,276.0,0,0.0
user_472090,0,1,1,0,272,272.0,0,0.0
user_4306,0,0,2,0,273,276.0,0,0.0
user_254722,2,3,3,0,273,274.0,0,0.0
user_89088,3,3,2,0,272,274.0,0,0.0
user_46616,4,3,1,0,273,277.0,0,0.0
user_6270,2,0,0,0,272,283.0,0,0.0
user_201165,3,2,3,0,273,279.0,0,0.0
user_365634,0,2,3,0,272,279.0,0,0.0
user_267487,1,0,0,0,276,283.0,0,0.0
user_241789,1,3,3,0,273,287.0,0,0.0
user_285037,4,4,0,0,272,283.0,1,1.0
